         5576685 function calls (5385459 primitive calls) in 33.586 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    22620    0.002    0.000    0.002    0.000 font_manager.py:763(get_stretch)
        5    0.002    0.000    0.011    0.002 lda.py:185(_solve_L2)
    22620    0.002    0.000    0.002    0.000 font_manager.py:754(get_weight)
3034/1450    0.002    0.000    0.038    0.000 _base.py:761(get_yaxis_transform)
        1    0.002    0.002    0.070    0.070 distributions.py:8(<module>)
     1034    0.002    0.000    0.004    0.000 module.py:23(_fix_metadata_operands)
        1    0.002    0.002    0.011    0.011 Image.py:27(<module>)
8303/8048    0.002    0.000    0.005    0.000 {issubclass}
     1315    0.002    0.000    0.042    0.000 transforms.py:2453(transform_affine)
     1093    0.002    0.000    0.007    0.000 text.py:851(get_unitless_position)
    22620    0.002    0.000    0.002    0.000 font_manager.py:747(get_variant)
    19407    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
       96    0.002    0.000    0.056    0.001 _distn_infrastructure.py:1487(__init__)
     1807    0.002    0.000    0.003    0.000 lines.py:35(_get_dash_pattern)
     1714    0.002    0.000    0.007    0.000 lines.py:638(set_data)
     1716    0.002    0.000    0.004    0.000 lines.py:1006(set_linewidth)
      500    0.002    0.000    0.016    0.000 core.py:4530(reshape)
       24    0.002    0.000    0.005    0.000 analysis.py:88(compute_dead_maps)
      952    0.002    0.000    0.002    0.000 {numpy.core.multiarray.where}
     1547    0.002    0.000    0.006    0.000 fromnumeric.py:2323(amin)
    18125    0.002    0.000    0.002    0.000 font_manager.py:1168(score_variant)
      690    0.002    0.000    0.008    0.000 axis.py:602(update_position)
     5838    0.002    0.000    0.047    0.000 ir.py:133(list_vars)
        1    0.002    0.002    0.016    0.016 _axes.py:1(<module>)
     2068    0.002    0.000    0.012    0.000 values.py:124(_to_string)
     1104    0.002    0.000    0.014    0.000 builder.py:681(cbranch)
      895    0.002    0.000    0.003    0.000 inspect.py:743(getargs)
      428    0.002    0.000    0.213    0.000 objmode.py:515(loadvar)
      662    0.002    0.000    0.004    0.000 functools_lru_cache.py:37(_make_key)
      662    0.002    0.000    0.198    0.000 axis.py:913(iter_ticks)
      513    0.002    0.000    0.018    0.000 lines.py:1234(update_from)
      224    0.002    0.000    0.003    0.000 figure.py:78(as_list)
      330    0.002    0.000    0.036    0.000 axis.py:528(_get_text1)
      473    0.002    0.000    0.002    0.000 {built-in method getboolean}
     5834    0.002    0.000    0.017    0.000 objmode.py:510(_getvar)
        1    0.002    0.002    0.099    0.099 __init__.py:292(<module>)
        1    0.002    0.002    0.007    0.007 contour.py:3(<module>)
  330/308    0.002    0.000    0.074    0.000 axis.py:558(_get_tick1line)
      163    0.002    0.000    0.453    0.003 backend_bases.py:1628(__init__)
      448    0.002    0.000    0.004    0.000 core.py:3375(__setmask__)
      212    0.002    0.000    0.008    0.000 values.py:580(__init__)
        8    0.002    0.000    0.030    0.004 typeinfer.py:125(propagate)
     2064    0.002    0.000    0.007    0.000 core.py:1640(make_mask_none)
       64    0.002    0.000    0.008    0.000 colors.py:687(from_list)
    988/2    0.002    0.000    0.027    0.014 artist.py:399(pick)
  668/416    0.002    0.000    0.005    0.000 abc.py:148(__subclasscheck__)
        1    0.002    0.002    0.028    0.028 data.py:30(__init__)
    10778    0.002    0.000    0.003    0.000 mathtext.py:2764(<genexpr>)
      269    0.002    0.000    0.086    0.000 artist.py:658(set_clip_path)
      423    0.002    0.000    0.005    0.000 core.py:862(__call__)
  330/286    0.002    0.000    0.266    0.001 axis.py:2092(_get_tick)
       11    0.002    0.000    0.006    0.001 artist.py:1166(_get_setters_and_targets)
     3578    0.002    0.000    0.002    0.000 __init__.py:518(iterable)
      758    0.002    0.000    0.568    0.001 objmode.py:63(lower_inst)
      353    0.002    0.000    0.007    0.000 ticker.py:1862(_staircase)
      132    0.002    0.000    0.301    0.002 axis.py:742(cla)
      528    0.002    0.000    0.008    0.000 core.py:3056(view)
       70    0.002    0.000    1.485    0.021 axis.py:1125(draw)
     2335    0.002    0.000    0.002    0.000 pyparsing.py:1328(preParse)
      225    0.002    0.000    0.371    0.002 objmode.py:218(lower_expr)
     2209    0.002    0.000    0.003    0.000 lines.py:1201(set_xdata)
  424/170    0.002    0.000    0.034    0.000 sre_parse.py:336(_parse_sub)
     1494    0.002    0.000    0.008    0.000 fromnumeric.py:50(_wrapfunc)
        1    0.002    0.002    0.096    0.096 backend_agg.py:21(<module>)
  330/308    0.002    0.000    0.066    0.000 axis.py:573(_get_tick2line)
        1    0.002    0.002    0.002    0.002 csr.py:1(<module>)
    18152    0.002    0.000    0.002    0.000 font_manager.py:771(get_size)
     2237    0.002    0.000    0.019    0.000 builder.py:146(append_basic_block)
        2    0.002    0.001    0.002    0.001 {posix.fork}
      328    0.002    0.000    0.022    0.000 {__import__}
     1714    0.002    0.000    0.003    0.000 lines.py:1190(set_markersize)
      905    0.002    0.000    0.002    0.000 ir.py:479(__init__)
      284    0.002    0.000    0.005    0.000 ticker.py:1076(__call__)
     2805    0.002    0.000    0.009    0.000 axis.py:309(_set_artist_props)
     5556    0.002    0.000    0.002    0.000 {method 'itervalues' of 'dict' objects}
      448    0.002    0.000    0.023    0.000 core.py:1825(masked_where)
     49/9    0.002    0.000    0.079    0.009 Tkinter.py:2098(destroy)
     1714    0.002    0.000    0.003    0.000 lines.py:1154(set_markeredgewidth)
     2580    0.002    0.000    0.003    0.000 lines.py:1211(set_ydata)
        6    0.002    0.000    0.021    0.003 removerefctpass.py:24(_rewrite_function)
     5561    0.002    0.000    0.002    0.000 {max}
     1568    0.002    0.000    0.005    0.000 fromnumeric.py:2222(amax)
      159    0.002    0.000    0.012    0.000 backend_bases.py:2883(mouse_move)
      231    0.002    0.000    0.047    0.000 axis.py:464(_get_gridline)
        4    0.002    0.000    0.002    0.001 backend_agg.py:86(__init__)
     2032    0.002    0.000    0.005    0.000 castgraph.py:42(insert)
      490    0.002    0.000    0.022    0.000 pythonapi.py:260(err_set_string)
      727    0.002    0.000    0.003    0.000 patches.py:669(get_path)
      213    0.002    0.000    0.002    0.000 __init__.py:1145(__setitem__)
      120    0.002    0.000    0.004    0.000 interpreter.py:610(op_CALL_FUNCTION)
      531    0.002    0.000    0.003    0.000 cgutils.py:44(make_bytearray)
       67    0.002    0.000    0.002    0.000 {dir}
      232    0.002    0.000    0.002    0.000 widgets.py:391(_update)
     9822    0.002    0.000    0.002    0.000 {method 'values' of 'dict' objects}
      515    0.002    0.000    0.024    0.000 base.py:391(insert_const_string)
      457    0.002    0.000    0.006    0.000 values.py:456(__init__)
     1273    0.002    0.000    0.025    0.000 font_manager.py:1011(get)
      998    0.002    0.000    0.004    0.000 instructions.py:196(descr)
        4    0.002    0.000    0.008    0.002 base.py:1(<module>)
      871    0.002    0.000    0.089    0.000 core.py:4106(__truediv__)
     2068    0.002    0.000    0.002    0.000 instructions.py:27(module)
      176    0.002    0.000    0.005    0.000 ticker.py:1843(_validate_steps)
        1    0.002    0.002    0.011    0.011 widgets.py:10(<module>)
     1131    0.002    0.000    0.004    0.000 shape_base.py:11(atleast_1d)
       58    0.002    0.000    0.002    0.000 {method 'load_char' of 'matplotlib.ft2font.FT2Font' objects}
     4480    0.002    0.000    0.002    0.000 transforms.py:986(get_points)
      330    0.002    0.000    0.029    0.000 axis.py:543(_get_text2)
 2127/939    0.002    0.000    0.037    0.000 _base.py:681(get_xaxis_transform)
      720    0.002    0.000    0.002    0.000 backend_agg.py:55(get_hinting_flag)
        1    0.002    0.002    0.002    0.002 hashlib.py:56(<module>)
      170    0.002    0.000    0.008    0.000 sre_compile.py:433(_compile_info)
     1745    0.002    0.000    0.003    0.000 lines.py:625(axes)
     3995    0.002    0.000    0.002    0.000 types.py:207(__new__)
     1744    0.002    0.000    0.006    0.000 font_manager.py:800(set_family)
 1507/711    0.002    0.000    0.006    0.000 transforms.py:2407(_invalidate_internal)
     7248    0.002    0.000    0.004    0.000 {next}
     1483    0.002    0.000    0.014    0.000 __init__.py:795(__setitem__)
      231    0.002    0.000    0.006    0.000 _base.py:734(get_xaxis_text2_transform)
      457    0.002    0.000    0.006    0.000 values.py:468(descr)
      895    0.002    0.000    0.006    0.000 inspect.py:806(getargspec)
     2546    0.002    0.000    0.002    0.000 types.py:242(format_constant)
     6705    0.001    0.000    0.002    0.000 sre_parse.py:150(append)
      994    0.001    0.000    0.266    0.000 patches.py:691(get_patch_transform)
     2068    0.001    0.000    0.002    0.000 transforms.py:1761(__array__)
      944    0.001    0.000    0.003    0.000 lines.py:894(_get_markerfacecolor)
      484    0.001    0.000    0.002    0.000 {method '__reduce_ex__' of 'object' objects}
      431    0.001    0.000    0.002    0.000 values.py:20(_escape_string)
     2035    0.001    0.000    0.004    0.000 {all}
        2    0.001    0.001    0.006    0.003 builtins.py:1(<module>)
     2687    0.001    0.000    0.002    0.000 builder.py:139(position_at_end)
     2421    0.001    0.000    0.008    0.000 figure.py:54(_stale_figure_callback)
  231/209    0.001    0.000    0.057    0.000 axis.py:438(_get_tick1line)
      231    0.001    0.000    0.027    0.000 axis.py:405(_get_text1)
     1268    0.001    0.000    0.005    0.000 artist.py:939(set_zorder)
     1170    0.001    0.000    0.002    0.000 artist.py:768(_set_gc_clip)
      348    0.001    0.000    0.015    0.000 objmode.py:568(alloca)
     1714    0.001    0.000    0.003    0.000 lines.py:968(set_antialiased)
     1781    0.001    0.000    0.002    0.000 fromnumeric.py:1613(shape)
      994    0.001    0.000    0.012    0.000 builder.py:705(ret)
       85    0.001    0.000    0.096    0.001 collections.py:248(draw)
     1739    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
     2850    0.001    0.000    0.002    0.000 {_functools.reduce}
        1    0.001    0.001    0.092    0.092 __init__.py:340(<module>)
        1    0.001    0.001    0.007    0.007 __init__.py:172(<module>)
      330    0.001    0.000    0.008    0.000 _base.py:786(get_yaxis_text1_transform)
      450    0.001    0.000    0.166    0.000 objmode.py:476(check_error)
     4356    0.001    0.000    0.001    0.000 artist.py:210(axes)
     2431    0.001    0.000    0.005    0.000 pyplot.py:572(_auto_draw_if_interactive)
      155    0.001    0.000    0.002    0.000 transforms.py:2872(nonsingular)
     5284    0.001    0.000    0.001    0.000 path.py:214(vertices)
      944    0.001    0.000    0.006    0.000 lines.py:1259(_get_rgba_face)
        1    0.001    0.001    0.004    0.004 __init__.py:89(<module>)
     4931    0.001    0.000    0.001    0.000 contextlib.py:12(__init__)
      550    0.001    0.000    0.004    0.000 core.py:1551(make_mask)
     2089    0.001    0.000    0.001    0.000 core.py:1275(_replace_dtype_fields_recursive)
      665    0.001    0.000    0.002    0.000 functools.py:17(update_wrapper)
     2156    0.001    0.000    0.004    0.000 backend_bases.py:1087(set_foreground)
      385    0.001    0.000    0.002    0.000 functions.py:11(__init__)
    17025    0.001    0.000    0.001    0.000 {method 'lstrip' of 'str' objects}
     2442    0.001    0.000    0.003    0.000 __init__.py:1328(is_interactive)
      510    0.001    0.000    0.003    0.000 shape_base.py:63(atleast_2d)
      669    0.001    0.000    0.003    0.000 module.py:140(add_global)
     1273    0.001    0.000    0.330    0.000 font_manager.py:1462(findfont)
  422/212    0.001    0.000    0.034    0.000 transforms.py:2485(inverted)
       72    0.001    0.000    0.002    0.000 function_base.py:25(linspace)
      707    0.001    0.000    0.002    0.000 re.py:208(escape)
      186    0.001    0.000    0.002    0.000 function_base.py:1851(diff)
    19206    0.001    0.000    0.001    0.000 {thread.get_ident}
        1    0.001    0.001    0.012    0.012 __init__.py:634(<module>)
       70    0.001    0.000    0.754    0.011 axis.py:1064(_get_tick_bboxes)
       24    0.001    0.000    0.002    0.000 analysis.py:160(compute_live_variables)
      504    0.001    0.000    0.001    0.000 {method 'index' of 'list' objects}
  231/209    0.001    0.000    0.050    0.000 axis.py:449(_get_tick2line)
        1    0.001    0.001    0.018    0.018 parfor.py:14(<module>)
     1544    0.001    0.000    0.006    0.000 {any}
        1    0.001    0.001    0.011    0.011 cpu.py:1(<module>)
      111    0.001    0.000    0.002    0.000 collections.py:834(set_sizes)
        1    0.001    0.001    0.005    0.005 dates.py:133(<module>)
      408    0.001    0.000    0.001    0.000 types.py:370(_to_string)
        1    0.001    0.001    0.017    0.017 textpath.py:3(<module>)
      896    0.001    0.000    0.003    0.000 core.py:3954(_delegate_binop)
      283    0.001    0.000    0.004    0.000 instructions.py:446(__init__)
      479    0.001    0.000    0.003    0.000 transforms.py:2770(__init__)
        1    0.001    0.001    0.001    0.001 {posix.popen}
      559    0.001    0.000    0.016    0.000 font_manager.py:899(set_fontconfig_pattern)
      452    0.001    0.000    0.011    0.000 sre_compile.py:228(_compile_charset)
      926    0.001    0.000    0.002    0.000 core.py:3195(_scalar_heuristic)
      231    0.001    0.000    0.024    0.000 axis.py:422(_get_text2)
        3    0.001    0.000    0.038    0.013 __init__.py:7(<module>)
      531    0.001    0.000    0.010    0.000 values.py:46(bitcast)
     1032    0.001    0.000    0.003    0.000 errors.py:71(catch_warnings)
      484    0.001    0.000    0.002    0.000 copy.py:306(_reconstruct)
       84    0.001    0.000    0.014    0.000 _base.py:2288(handle_single_axis)
     1207    0.001    0.000    0.002    0.000 text.py:960(set_color)
        1    0.001    0.001    0.001    0.001 npyio.py:1(<module>)
      573    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
        1    0.001    0.001    0.009    0.009 attrs.py:15(<module>)
     1072    0.001    0.000    0.002    0.000 typeinfer.py:683(__getitem__)
     1141    0.001    0.000    0.008    0.000 instructions.py:407(__init__)
     1819    0.001    0.000    0.018    0.000 transforms.py:1778(transform)
      163    0.001    0.000    0.001    0.000 backend_bases.py:1557(_update_enter_leave)
        1    0.001    0.001    0.005    0.005 c_parser.py:9(<module>)
     1170    0.001    0.000    0.017    0.000 backend_bases.py:797(new_gc)
      864    0.001    0.000    0.019    0.000 interpreter.py:226(_dispatch)
       35    0.001    0.000    1.721    0.049 _base.py:2358(draw)
     3150    0.001    0.000    0.020    0.000 ir.py:291(list_vars)
      109    0.001    0.000    0.014    0.000 _distn_infrastructure.py:626(_construct_argparser)
     1207    0.001    0.000    0.002    0.000 text.py:1220(set_usetex)
        1    0.001    0.001    0.013    0.013 colorbar.py:20(<module>)
